Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio,
ZNF296,5.5,3,0.545454545,-0.874469116,-0.263241435
NFASC,23.82222222,13,0.545708955,-0.873796373,-0.263038919
MDGA2,2.014285714,1.1,0.546099291,-0.87276481,-0.262728388
PDZRN4,1.830434783,1,0.546318289,-0.87218637,-0.26255426
KCNQ3,14.42727273,7.9,0.547574039,-0.868874043,-0.26155715
ADAMTS6,1.642857143,0.9,0.547826087,-0.868210126,-0.261357291
MRTO4,103.9722222,57,0.54822335,-0.867164315,-0.261042471
IAPP,0.364705882,0.2,0.548387095,-0.86673347,-0.260912774
HCN1,6.381818182,3.5,0.548433048,-0.866612582,-0.260876383
GLUL,178.4138889,98,0.549284591,-0.864374271,-0.260202584
CUL7,41.86111111,23,0.549435965,-0.863976742,-0.260082916
CD86,0.181818182,0.1,0.549999997,-0.862496482,-0.259637313
PACSIN3,18.17142857,10,0.550314465,-0.861671841,-0.259389071
GRK7,0.181481481,0.1,0.551020405,-0.859822347,-0.258832318
AGAP5,0.544444444,0.3,0.551020407,-0.859822342,-0.258832317
NR2F6,34.27777778,19,0.554294976,-0.851274162,-0.256259058
ZNF208,0.841176471,0.466666667,0.554778554,-0.850016073,-0.255880336
CCT7,468.25,260,0.555258943,-0.848767369,-0.255504438
TCF3,116.9166667,65,0.555951532,-0.846968977,-0.254963068
WDR12,34.16666667,19,0.556097561,-0.846590083,-0.25484901
NAGPA,5.388888889,3,0.556701031,-0.845025338,-0.254377975
MYOM2,4.191176471,2.333333333,0.556725146,-0.844962844,-0.254359162
GPR3,7.183333333,4,0.556844547,-0.844653461,-0.254266029
DNAJC16,14.36111111,8,0.557059961,-0.844095466,-0.254098055
NQO2,12.56388889,7,0.557152332,-0.84385626,-0.254026047
ZNF20,0.538235294,0.3,0.557377048,-0.843274496,-0.253850919
BUB3,127.3611111,71,0.557470011,-0.843033895,-0.253778491
OR56B4,0.358333333,0.2,0.558139533,-0.841302255,-0.253257215
GPR155,8.95,5,0.558659218,-0.839959585,-0.252853031
TBR1,0.357692308,0.2,0.559139783,-0.838719094,-0.252479606
TMTC4,51.80555556,29,0.559785523,-0.837053916,-0.251978337
USP19,53.58333333,30,0.559875583,-0.836821828,-0.251908472
ECH1,66.02777778,37,0.560370215,-0.835547818,-0.251524957
TRIM23,16.05555556,9,0.560553633,-0.835075677,-0.251382828
OXA1L,85.5,48,0.561403509,-0.832890012,-0.250724877
EXT1,17.80555556,10,0.561622465,-0.832327448,-0.250555529
CCDC89,5.339393939,3,0.561861521,-0.831713492,-0.25037071
CCDC85A,3.558823529,2,0.561983471,-0.831400394,-0.250276458
ABRA,0.177777778,0.1,0.562499997,-0.830075004,-0.249877476
MAP3K4,33.77777778,19,0.5625,-0.830074996,-0.249877473
LRRC66,1.777142857,1,0.562700964,-0.829559657,-0.249722341
HAND2,5.329166667,3,0.562939797,-0.82894745,-0.249538048
TGM1,3.547222222,2,0.563821456,-0.826689711,-0.248858401
FUT8,28.36666667,16,0.564042303,-0.826124724,-0.248688323
NEB,17.72,10,0.564334086,-0.825378601,-0.248463718
EME2,14.16666667,8,0.564705882,-0.824428433,-0.248177688
DGKB,15.9375,9,0.564705882,-0.824428433,-0.248177688
MDN1,51.27777778,29,0.565547129,-0.822280839,-0.247531198
ZNF823,10.52777778,6,0.569920844,-0.811166534,-0.244185459
NBPF20,0.7,0.4,0.571428571,-0.807354922,-0.243038049
OTOG,0.7,0.4,0.571428571,-0.807354922,-0.243038049
CDH20,5.248148148,3,0.571630205,-0.806845943,-0.242884831
TMOD3,24.47222222,14,0.572077185,-0.805718283,-0.242545372
ICMT,146.75,84,0.572402044,-0.804899268,-0.242298824
CHD3,122.2777778,70,0.57246706,-0.804735409,-0.242249497
AMER3,10.47857143,6,0.572597137,-0.804407636,-0.242150828
SLC35G5,0.348484848,0.2,0.573913042,-0.801095933,-0.241153906
UBXN1,127.1666667,73,0.574049803,-0.800752185,-0.241050427
CDRT4,0.522580645,0.3,0.574074073,-0.800691192,-0.241032067
TSC22D1,55.72222222,32,0.574277168,-0.800180887,-0.24087845
SEMA5B,4.353125,2.5,0.574300072,-0.800123351,-0.24086113
BRI3BP,66.08333333,38,0.575031526,-0.798287039,-0.240308345
WDR6,152.8611111,88,0.575685989,-0.796645991,-0.23981434
KRT33B,0.52,0.3,0.576923076,-0.793549123,-0.23888209
CSH2,1.733333333,1,0.576923077,-0.793549121,-0.238882089
ARHGAP21,36.33333333,21,0.577981651,-0.790904399,-0.238085948
GDE1,72.63888889,42,0.578202677,-0.790352804,-0.237919902
C5orf47,0.172727273,0.1,0.578947365,-0.788495901,-0.237360918
MFSD11,20.72222222,12,0.579088472,-0.788144316,-0.237255081
LAMA5,32.20588235,18.66666667,0.579604262,-0.786859889,-0.23686843
POC1B,10.33333333,6,0.580645161,-0.784271307,-0.236089189
PARD3B,6.88125,4,0.581289737,-0.782670656,-0.235607345
PON1,3.4375,2,0.581818182,-0.781359711,-0.235212711
ZNFX1,18.88888889,11,0.582352941,-0.780034314,-0.234813727
MBTPS2,22.31428571,13,0.582586428,-0.779456001,-0.234639637
RPS9,356.8333333,208,0.582905184,-0.778666859,-0.234402082
SEMA4A,1.372222222,0.8,0.582995951,-0.778442229,-0.234334461
RAPGEF1,60.02777778,35,0.583063397,-0.778275336,-0.234284222
ZNF681,10.28611111,6,0.583310829,-0.777663235,-0.234099961
ZAR1,0.854545455,0.5,0.585106382,-0.773229137,-0.232765165
ACSM1,0.341176471,0.2,0.586206895,-0.770518156,-0.231949078
CCDC81,1.705555556,1,0.586319218,-0.770241747,-0.231865871
BHLHA15,6.822222222,4,0.586319218,-0.770241747,-0.23186587
WRN,40.35294118,23.66666667,0.58649174,-0.769817304,-0.2317381
NEURL4,35.80555556,21,0.586501164,-0.769794122,-0.231731122
TJP3,8.522857143,5,0.586657727,-0.769409053,-0.231615205
NAALAD2,3.408333333,2,0.586797066,-0.769066435,-0.231512066
UBE2V1,5.111111111,3,0.586956522,-0.768674452,-0.231394068
LY6G5C,3.405555556,2,0.587275693,-0.767890165,-0.231157974
ZNF551,23.83333333,14,0.587412587,-0.767553912,-0.231056751
CATSPERD,0.169565217,0.1,0.589743586,-0.761840269,-0.229336774
KPNA5,15.25714286,9,0.58988764,-0.761487911,-0.229230703
KCNH5,5.083870968,3,0.590101523,-0.760964911,-0.229073265
MYH8,3.385714286,2,0.590717299,-0.75946023,-0.22862031
GEMIN8,22,13,0.590909091,-0.758991898,-0.228479329
AGBL3,2.537142857,1.5,0.591216216,-0.758242252,-0.228253663
RNFT2,11.83333333,7,0.591549296,-0.757429694,-0.228009058
PTPN22,0.168965517,0.1,0.591836731,-0.756728855,-0.227798085
TXNRD1,310.7222222,184,0.592168782,-0.755919655,-0.227554491
HDAC9,18.56944444,11,0.59237098,-0.755427128,-0.227406226
ARID4B,28.69444444,17,0.592449177,-0.755236694,-0.227348899
HTT,36.28571429,21.5,0.592519685,-0.755065008,-0.227297217
SIRPB1,0.16875,0.1,0.592592589,-0.754887508,-0.227243784
SIDT1,0.9,0.533333333,0.592592592,-0.754887501,-0.227243782
EYA2,55.58888889,33,0.593643814,-0.752330519,-0.226474054
SPHKAP,17.575,10.43333333,0.593646278,-0.752324531,-0.226472251
FOXO3,24.37142857,14.5,0.594958968,-0.749137917,-0.225512985
ZNF786,20.16666667,12,0.595041322,-0.748938233,-0.225452874
PIWIL2,0.924242424,0.55,0.595081967,-0.748839694,-0.22542321
MED15,23.5,14,0.595744681,-0.747233927,-0.224939827
ABHD17A,20.11111111,12,0.596685083,-0.744958383,-0.224254819
SKIDA1,5.019444444,3,0.597675705,-0.742565192,-0.223534397
MROH2A,0.334482759,0.2,0.597938143,-0.741931849,-0.223343742
BPHL,16.72222222,10,0.598006644,-0.741766578,-0.223293991
WDR47,33.44444444,20,0.598006645,-0.741766578,-0.223293991
SUN2,73.55555556,44,0.598187311,-0.741330784,-0.223162804
SP4,30.08333333,18,0.59833795,-0.740967522,-0.223053451
TEX14,3.341666667,2,0.59850374,-0.740567829,-0.222933131
SEC24B,38.4,23,0.598958333,-0.739472447,-0.222603388
PRSS55,0.166666667,0.1,0.599999996,-0.7369656,-0.221848752
S1PR4,0.166666667,0.1,0.599999996,-0.7369656,-0.221848752
MYOM3,0.25,0.15,0.599999998,-0.736965598,-0.221848751
GJA9,0.333333333,0.2,0.599999998,-0.736965596,-0.221848751
USP14,109.8611111,66,0.600758533,-0.735142856,-0.221300052
TXNDC16,59.91666667,36,0.600834492,-0.734960456,-0.221245144
UBOX5,13.30555556,8,0.60125261,-0.733956842,-0.220943026
CFH,3.322222222,2,0.602006689,-0.732148576,-0.220398683
C1S,3.322222222,2,0.602006689,-0.732148576,-0.220398683
ZDBF2,22.68529412,13.66666667,0.602446087,-0.731095953,-0.220081812
EZH2,167.6111111,101,0.60258535,-0.730762495,-0.219981431
KDM4A,44.80555556,27,0.602603844,-0.730718217,-0.219968102
CCDC180,0.663636364,0.4,0.602739725,-0.73039294,-0.219870184
TADA3,56.38888889,34,0.602955665,-0.729876167,-0.21971462
PC,21.55555556,13,0.603092783,-0.72954812,-0.219615868
PHIP,74.61111111,45,0.603127327,-0.729465489,-0.219590994
ANGPTL1,0.828571429,0.5,0.603448275,-0.728697978,-0.21935995
DHX38,59.63888889,36,0.603632976,-0.728256471,-0.219227043
LCN2,0.579411765,0.35,0.604060913,-0.727234056,-0.218919266
ABCG5,0.330769231,0.2,0.604651161,-0.725825039,-0.218495109
COL22A1,23.12142857,14,0.605498919,-0.723803709,-0.217886628
GANAB,526.6944444,319,0.605664258,-0.723409816,-0.217768054
DNAJB7,0.825,0.5,0.606060605,-0.722466024,-0.217483945
ADAM10,37.86111111,23,0.607483492,-0.719082887,-0.216465519
TBX6,2.874285714,1.75,0.608846918,-0.715848554,-0.215491888
TACR2,1.642424242,1,0.608856088,-0.715826826,-0.215485347
C9orf64,39.40277778,24,0.609094113,-0.715262931,-0.215315598
ZNF598,54.13888889,33,0.609543356,-0.714199252,-0.214995398
VPS9D1,14.75,9,0.610169491,-0.712718046,-0.214549511
MED1,83.54285714,51,0.610465116,-0.712019235,-0.214339148
THYN1,75.27777778,46,0.611070111,-0.710590176,-0.213908958
ANAPC5,67.02777778,41,0.611686697,-0.709135192,-0.213470964
PABPC1L,53.88888889,33,0.612371134,-0.707521814,-0.212985289
PCDHA10,1.958823529,1.2,0.612612612,-0.706953023,-0.212814066
SNX14,29.37142857,18,0.612840467,-0.706416529,-0.212652565
TYW3,27.72222222,17,0.613226453,-0.70550816,-0.212379119
MDM1,33.4,20.5,0.613772455,-0.704224191,-0.211992606
ANO10,9.766666667,6,0.614334471,-0.702903756,-0.211595115
MAP2K4,27.63888889,17,0.615075377,-0.70116487,-0.211071659
STX17,19.5,12,0.615384615,-0.700439716,-0.210853365
UBE3D,5.685714286,3.5,0.615577889,-0.699986679,-0.210716988
SLC4A7,24.36111111,15,0.615735462,-0.699617433,-0.210605834
MCCC1,55.19444444,34,0.616004026,-0.698988312,-0.210416449
NLK,32.41666667,20,0.616966581,-0.696735747,-0.20973836
PKN1,174.8888889,108,0.617534943,-0.69540732,-0.209338463
CNOT6,69.61111111,43,0.617717478,-0.694980941,-0.20921011
CMYA5,0.647222222,0.4,0.61802575,-0.694261143,-0.20899343
BMPR1A,12.94444444,8,0.618025751,-0.694261141,-0.208993429
TLN1,106.75,66,0.618266979,-0.693698138,-0.208823948
SMG1,42,26,0.619047619,-0.691877702,-0.208275942
RPL4,708.6111111,439,0.619521756,-0.690773145,-0.207943438
CACNA1H,20.96428571,13,0.620102215,-0.689422051,-0.207536718
IL2RB,0.322222222,0.2,0.620689653,-0.688055996,-0.207125494
SZT2,12.85294118,8,0.622425629,-0.684026626,-0.205912533
ZDHHC2,33.725,21,0.622683469,-0.683429113,-0.205732664
CRADD,8.028571429,5,0.622775801,-0.683215206,-0.205668271
RUNDC3B,4.811111111,3,0.623556582,-0.681407616,-0.205124132
TBL1XR1,60.92222222,38,0.623746124,-0.680969146,-0.20499214
NUP210L,0.320588235,0.2,0.623853209,-0.680721486,-0.204917587
PRDM11,4.808333333,3,0.623916811,-0.68057441,-0.204873312
GFOD2,19.22222222,12,0.624277457,-0.679740723,-0.204622348
ZSCAN16,30.43333333,19,0.624315444,-0.679652939,-0.204595922
OTOL1,0.16,0.1,0.624999996,-0.678071912,-0.204119985
LHCGR,0.16,0.1,0.624999996,-0.678071912,-0.204119985
KLB,1.12,0.7,0.624999999,-0.678071904,-0.204119983
CCDC102A,4.794285714,3,0.625744934,-0.676353386,-0.203602658
FNDC7,0.479411765,0.3,0.62576687,-0.676302813,-0.203587434
SLC25A42,12.77777778,8,0.626086956,-0.675565047,-0.203365344
ITGAE,13.57142857,8.5,0.626315789,-0.675037843,-0.20320664
ZNF777,25.54285714,16,0.62639821,-0.674848002,-0.203149492
PBRM1,60.63888889,38,0.626660559,-0.674243898,-0.202967638
RAI1,43.85714286,27.5,0.627035831,-0.673380208,-0.202707642
COL11A2,3.188888889,2,0.6271777,-0.673053828,-0.202609392
SLC47A1,4.782857143,3,0.627240143,-0.672910198,-0.202566155
TFR2,5.58,3.5,0.627240143,-0.672910198,-0.202566155
ASL,15.91428571,10,0.628366248,-0.670322403,-0.201787151
STAG1,38.16666667,24,0.628820961,-0.669278784,-0.20147299
CHRM3,4.211111111,2.65,0.629287599,-0.66820858,-0.201150827
KRT40,69.9,44,0.629470672,-0.66778893,-0.201024499
MAP2K2,65.11111111,41,0.629692833,-0.667279846,-0.20087125
DHX40,69.83333333,44,0.630071599,-0.666412312,-0.200610096
NYAP2,5.807407407,3.666666667,0.631377551,-0.663425127,-0.199710864
ATP12A,0.475,0.3,0.631578946,-0.662965013,-0.199572356
NEK7,41.16666667,26,0.631578947,-0.66296501,-0.199572355
MPP2,18.98333333,12,0.63213345,-0.661698933,-0.199191228
INPP5E,20.55555556,13,0.632432432,-0.661016739,-0.198985867
ST6GALNAC5,18.18333333,11.5,0.632447296,-0.660982832,-0.19897566
ZNF773,4.742857143,3,0.63253012,-0.660793912,-0.198918789
ARHGEF26,33.12857143,21,0.63389392,-0.657686663,-0.197983414
KLHL17,28.38888889,18,0.634050881,-0.657329476,-0.19787589
TTK,69.38888889,44,0.634107286,-0.657201139,-0.197837257
CDC40,26,16.5,0.634615385,-0.656045597,-0.197489404
ECT2L,1.102777778,0.7,0.634760705,-0.655715273,-0.197389966
HDAC4,11.02777778,7,0.634760705,-0.655715272,-0.197389966
NRXN1,11.021875,7,0.635100652,-0.654942841,-0.197157441
CDCA8,254.8333333,162,0.635709614,-0.653560185,-0.19674122
LAS1L,72.33333333,46,0.6359447,-0.653026773,-0.196580647
MRPL15,174.4722222,111,0.636204426,-0.652437684,-0.196403314
DEFA5,0.314285714,0.2,0.636363634,-0.652076699,-0.196294647
TFE3,50.25,32,0.63681592,-0.651051689,-0.195986088
ARHGEF18,3.138888889,2,0.637168141,-0.650253959,-0.195745947
RPL30,422.1714286,269,0.637181917,-0.650222769,-0.195736558
PCDH11X,3.1375,2,0.637450199,-0.649615457,-0.195553739
ADAMTS7,3.215625,2.05,0.637512148,-0.64947526,-0.195511536
ITGA4,12.53714286,8,0.63810392,-0.648136696,-0.195108588
LRP5L,9.402777778,6,0.638109306,-0.648124519,-0.195104922
CLINT1,72.08333333,46,0.638150289,-0.648031864,-0.19507703
P2RX6,1.565714286,1,0.638686131,-0.64682097,-0.194712514
RIMS1,1.564,1,0.639386189,-0.645240511,-0.194236749
HIVEP3,4.691428571,3,0.639464068,-0.645064797,-0.194183854
SLC2A13,6.25,4,0.64,-0.643856188,-0.193820026
BARD1,26.55555556,17,0.640167364,-0.643478963,-0.19370647
FAM3C,48.38888889,31,0.640642939,-0.642407595,-0.193383956
WRAP73,31.2,20,0.641025641,-0.641546027,-0.193124598
UGGT2,16.37142857,10.5,0.641361257,-0.640790887,-0.192897279
PCDHGB4,0.311764706,0.2,0.641509432,-0.640457616,-0.192796954
NRBP1,56.11111111,36,0.641584158,-0.640289573,-0.192746368
RIF1,46.75,30,0.64171123,-0.640003862,-0.19266036
EPHA1,3.115625,2,0.641925777,-0.639521598,-0.192515184
USP17L2,0.233333333,0.15,0.64285714,-0.637429925,-0.191885528
CEP72,35.77777778,23,0.642857143,-0.637429918,-0.191885526
LEPROT,45.11111111,29,0.642857143,-0.637429918,-0.191885526
APC,21.77142857,14,0.643044619,-0.637009246,-0.191758891
SMPDL3B,12.43055556,8,0.643575419,-0.635818869,-0.191400552
DENND4C,36.45714286,23.5,0.644592476,-0.633540743,-0.190714768
NSD1,38.75,25,0.64516129,-0.632268213,-0.190331698
SCUBE3,6.191666667,4,0.64602961,-0.630327803,-0.189747576
FOLH1,0.928571429,0.6,0.646153845,-0.63005039,-0.189664067
LRRC7,5.648571429,3.65,0.646181082,-0.629989578,-0.189645761
TSPAN4,20.11111111,13,0.64640884,-0.629481165,-0.189492713
ZNF689,20.05555556,13,0.648199446,-0.625490305,-0.188291345
TBCC,78.63888889,51,0.648534087,-0.624745688,-0.188067193
STXBP3,26.19444444,17,0.648992577,-0.623726116,-0.187760271
CAPN8,1.540625,1,0.649087221,-0.62351574,-0.187696941
AMY2B,1.537142857,1,0.65055762,-0.620251249,-0.186714232
CEP68,23.77142857,15.5,0.652043269,-0.616960389,-0.185723584
CCDC160,0.46,0.3,0.652173912,-0.616671361,-0.185636578
TMEM39B,36.77777778,24,0.652567976,-0.615799902,-0.185374243
KBTBD7,13.78611111,9,0.652830949,-0.615218639,-0.185199265
OR2H2,0.229166667,0.15,0.654545452,-0.611434716,-0.184060191
PLCE1,4.572222222,3,0.656136087,-0.607933021,-0.183006075
MOB1B,23.59714286,15.5,0.656859184,-0.606343971,-0.182527724
RARS2,80.63888889,53,0.65725112,-0.605483398,-0.182268665
TTC38,19.77777778,13,0.657303371,-0.605368709,-0.182234141
PTGIS,1.520689655,1,0.657596371,-0.604725754,-0.182040592
WWC3,25.80833333,17,0.65870197,-0.602302229,-0.181311038
NIN,34.91666667,23,0.658711217,-0.602281975,-0.181304941
LAPTM4B,370.1388889,244,0.659212008,-0.601185571,-0.180974891
MBOAT7,45.47058824,30,0.659767141,-0.599971165,-0.180609318
NCOA6,51.52777778,34,0.659838275,-0.599815627,-0.180562496
SYNGR1,27.27777778,18,0.6598778,-0.599729209,-0.180536482
FASTKD2,31.77777778,21,0.660839161,-0.59762891,-0.179904229
MAN2B2,10.58333333,7,0.661417323,-0.596367262,-0.179524435
CLCN3,49.88888889,33,0.661469933,-0.596252512,-0.179489892
STAB2,0.755555556,0.5,0.661764705,-0.595609745,-0.1792964
DNAH7,0.513333333,0.34,0.662337661,-0.594361199,-0.17892055
POGZ,81.52777778,54,0.662350937,-0.594332282,-0.178911845
TSACC,6.027777778,4,0.66359447,-0.591626229,-0.178097242
FAM133A,6.024242424,4,0.663983903,-0.590779825,-0.177842449
LDB1,99.22222222,66,0.665173572,-0.588197242,-0.177065014
FBXL12,28.55555556,19,0.66536965,-0.587772032,-0.176937013
MOG,0.15,0.1,0.666666662,-0.584962508,-0.176091262
OR2B3,0.15,0.1,0.666666662,-0.584962508,-0.176091262
ZP2,0.15,0.1,0.666666662,-0.584962508,-0.176091262
RASAL3,0.15,0.1,0.666666662,-0.584962508,-0.176091262
ZNF473,21,14,0.666666667,-0.584962499,-0.176091259
PGBD2,10.48571429,7,0.667574932,-0.582998312,-0.17549998
CCNY,58.38888889,39,0.6679353,-0.582219732,-0.175265604
BTBD3,80.83333333,54,0.668041237,-0.581990932,-0.175196728
LDLRAD3,41.88888889,28,0.668435013,-0.581140788,-0.174940809
BTAF1,61.30555556,41,0.668781151,-0.580393906,-0.174715976
PPIB,208.5142857,139.5,0.669018909,-0.579881105,-0.174561607
ZNF618,22.36944444,15,0.670557556,-0.576566924,-0.173563939
IKZF4,8.944444444,6,0.670807453,-0.576029374,-0.173402121
PSAT1,225.0277778,151,0.671028268,-0.575554549,-0.173259184
ZNF19,1.488888889,1,0.671641791,-0.574236093,-0.172862289
ZNF658,1.488235294,1,0.671936758,-0.573602637,-0.1726716
METTL4,22.30555556,15,0.672478207,-0.572440578,-0.172321785
HAL,0.594117647,0.4,0.673267326,-0.570748642,-0.171812462
JUNB,69.77777778,47,0.673566879,-0.570106894,-0.171619276
IPO13,57.88888889,39,0.673704415,-0.56981234,-0.171530607
HSPA4,161.75,109,0.673879444,-0.569437575,-0.171417791
ST7,19.28055556,13,0.67425443,-0.568634997,-0.171176191
APLF,1.482352941,1,0.674603174,-0.567888986,-0.17095162
AFG3L2,56.30555556,38,0.674888999,-0.567277856,-0.170767651
SIGLEC10,0.591304348,0.4,0.676470587,-0.563900886,-0.169751082
MFSD2B,0.517142857,0.35,0.676795579,-0.563207949,-0.169542487
GTF2IRD1,33.97222222,23,0.677023712,-0.562721729,-0.16939612
MRPS15,87.85714286,59.5,0.677235772,-0.562269913,-0.16926011
METTL21A,17.69444444,12,0.678178964,-0.560262058,-0.168655686
P2RY6,2.945833333,2,0.678925035,-0.558675808,-0.168178177
TIAM2,4.908823529,3.333333333,0.679049331,-0.558411707,-0.168098674
DHX32,17.63888889,12,0.680314961,-0.555725277,-0.167289979
MKI67,180.6944444,123,0.680707148,-0.554893833,-0.167039689
SC5D,66.02777778,45,0.681531342,-0.553148088,-0.166514167
SULT2A1,0.733333333,0.5,0.681818181,-0.552541023,-0.166331422
PODNL1,0.88,0.6,0.681818181,-0.552541023,-0.166331422
ZNF264,11.72222222,8,0.682464455,-0.551174185,-0.165919963
PHLDB3,7.325,5,0.682593857,-0.550900663,-0.165837625
ZNF185,8.777777778,6,0.683544304,-0.548893244,-0.165233332
INTS5,33.63888889,23,0.683732452,-0.54849619,-0.165113806
TMPRSS11A,0.292307692,0.2,0.684210524,-0.547487798,-0.16481025
CANT1,78.91666667,54,0.684266103,-0.54737061,-0.164774973
KCNB1,4.383333333,3,0.684410646,-0.547065891,-0.164683243
STK10,10.22222222,7,0.684782609,-0.546282031,-0.164447278
SULT1A1,5.841176471,4,0.684793555,-0.54625897,-0.164440336
FRA10AC1,13.13888889,9,0.684989429,-0.545846368,-0.164316131
SLC9A6,16.05555556,11,0.685121107,-0.54556906,-0.164232653
SLC20A2,23.33333333,16,0.685714286,-0.544320514,-0.163856803
TRPM8,17.85588235,12.25,0.686048427,-0.543617676,-0.163645227
PDIA5,30.58333333,21,0.686648501,-0.542356327,-0.163265523
PPP1CA,202.4166667,139,0.686702347,-0.542243199,-0.163231469
ADAR,192.1666667,132,0.686903729,-0.541820175,-0.163104126
DRD4,4.361111111,3,0.687898089,-0.539733245,-0.162475897
NDRG3,84.27777778,58,0.688200396,-0.539099372,-0.162285082
ABCA9,0.241666667,0.166666667,0.68965517,-0.536052904,-0.161368004
SFRP1,14.5,10,0.689655172,-0.536052898,-0.161368002
PRKDC,259.8787879,179.25,0.689744636,-0.53586576,-0.161311668
LGR5,13.03142857,9,0.690638018,-0.53399834,-0.160749518
CDO1,14.47142857,10,0.691016782,-0.533207345,-0.160511405
TRIM37,79.48571429,55,0.691948239,-0.531263972,-0.159926392
DOCK3,13.00285714,9,0.69215557,-0.530831756,-0.159796282
USP6NL,8.666666667,6,0.692307692,-0.530514715,-0.159700843
ZNF184,27.44444444,19,0.692307692,-0.530514715,-0.159700843
NFATC1,5.967857143,4.133333333,0.692599242,-0.529907284,-0.159517988
SATB2,18.76666667,13,0.692717584,-0.529660796,-0.159443788
ZNF227,21.63888889,15,0.693196406,-0.528663919,-0.159143698
CPSF6,123.9722222,86,0.693703787,-0.527608333,-0.158825935
DUSP15,2.882857143,2,0.693756194,-0.527499346,-0.158793126
TMPRSS9,1.438888889,1,0.694980694,-0.52495519,-0.158027259
GJD4,0.14375,0.1,0.695652169,-0.523561964,-0.157607856
BRD2,223.9444444,156,0.69660134,-0.521594845,-0.157015695
LAMA1,5.736363636,4,0.697305864,-0.52013648,-0.156576683
NKD2,8.603030303,6,0.697428672,-0.519882417,-0.156500202
ALDH16A1,21.5,15,0.697674419,-0.519374157,-0.156347201
TTI1,68.77777778,48,0.697899838,-0.518908095,-0.156206902
SMARCC1,133.1388889,93,0.698518673,-0.51762941,-0.15582198
